sales_fact_id,sales_fact_key,period,gross_sales,units
3941751,PBS Benefits and ServicesXOLAIR CSU#S#ACTS#ACT-11175E11175E#20180201,2018-02-01,820.0,1.0
1826950,PBS Benefits and ServicesXOLAIR CSU#S#QLDS#QLD-11176F11176F#20190401,2019-04-01,8919.0,11.0
6683414,PBS Benefits and ServicesXOLAIR CSU#S#SAS#SA-11168T11168T#20180101,2018-01-01,814.0,1.0
1474968,PBS Benefits and ServicesXOLAIR CSU#S#TASS#TAS-11175E11175E#20180701,2018-07-01,820.0,1.0
3694953,PBS Benefits and ServicesXOLAIR CSU#S#WAS#WA-11168T11168T#20180501,2018-05-01,15448.0,19.0
4479141,PBS Benefits and ServicesXOLAIR SAA#S#NSWS#NSW-10968G10968G#20190101,2019-01-01,9251.0,7.0
4935797,PBS Benefits and ServicesXOLAIR SAA#S#NSWS#NSW-10968G10968G#20190201,2019-02-01,5086.0,4.0
1926258,PBS Benefits and ServicesXOLAIR SAA#S#NTS#NT-10109C10109C#20171101,2017-11-01,2394.0,4.0
673017,PBS Benefits and ServicesXOLAIR SAA#S#VICS#VIC-10968G10968G#20190101,2019-01-01,1280.0,1.0
4465256,PBS Benefits and ServicesXOLAIR SAA#S#VICS#VIC-10973M10973M#20170401,2017-04-01,4169.0,3.0
6820492,PBS Benefits and ServicesXOLAIR SAA#S#WAS#WA-10109C10109C#20180801,2018-08-01,15521.0,13.0
534876,PBS Benefits and ServicesBRENZYS AS#S#NSWS#NSW-11217J11217J#20181201,2018-12-01,2060.0,2.0
846596,PBS Benefits and ServicesBRENZYS PSO#S#SAS#SA-11221N11221N#20180601,2018-06-01,1010.0,1.0
5544850,PBS Benefits and ServicesCIMZIA AS#S#NSWS#NSW-10137M10137M#20181101,2018-11-01,62035.0,63.0
4408574,PBS Benefits and ServicesCIMZIA AS#S#QLDS#QLD-10897M10897M#20170501,2017-05-01,5911.0,5.0
3617758,PBS Benefits and ServicesCIMZIA AS#S#SAS#SA-11319R11319R#20181001,2018-10-01,2968.0,1.0
5618636,PBS Benefits and ServicesCIMZIA AS#S#TASS#TAS-10137M10137M#20190101,2019-01-01,1008.0,1.0
2208057,PBS Benefits and ServicesCIMZIA PSA#S#QLDS#QLD-10238W10238W#20180901,2018-09-01,32687.0,33.0
1730411,PBS Benefits and ServicesCIMZIA PSA#S#VICS#VIC-10896L10896L#20171101,2017-11-01,11814.0,10.0
4447504,PBS Benefits and ServicesCIMZIA PSA#S#WAS#WA-10238W10238W#20171101,2017-11-01,43430.0,37.0
18319597,PBS Benefits and ServicesCIMZIA RHEUMATOID ARTHRITIS#S#NTS#NT-3425G3425G#20180501,2018-05-01,0.0,0.0
5767428,PBS Benefits and ServicesCIMZIA RHEUMATOID ARTHRITIS#S#VICS#VIC-11322X11322X#20180901,2018-09-01,44796.0,15.0
5914409,PBS Benefits and ServicesCIMZIA RHEUMATOID ARTHRITIS#S#WAS#WA-10892G10892G#20190301,2019-03-01,3931.0,4.0
3824584,PBS Benefits and ServicesCOSENTYX AS#S#QLDS#QLD-10906B10906B#20171001,2017-10-01,35667.0,46.0
4581591,PBS Benefits and ServicesCOSENTYX PSA#S#NSWS#NSW-10895K10895K#20170801,2017-08-01,18014.0,21.0
6226720,PBS Benefits and ServicesCOSENTYX PSA#S#QLDS#QLD-10898N10898N#20171201,2017-12-01,13310.0,17.0
2069412,PBS Benefits and ServicesCOSENTYX PSO#S#ACTS#ACT-10494H10494H#20171101,2017-11-01,6222.0,4.0
4839961,PBS Benefits and ServicesCOSENTYX PSO#S#SAS#SA-10494H10494H#20190101,2019-01-01,32820.0,21.0
2285136,PBS Benefits and ServicesCOSENTYX PSO#S#VICS#VIC-10425Q10425Q#20181101,2018-11-01,597113.0,381.0
586537,PBS Benefits and ServicesCOTELLIC MELANOMA TARGETED THERAPY#S#SAS#SA-11075X11075X#20170901,2017-09-01,8181.0,1.0
3952094,PBS Benefits and ServicesDESFERRIOXAMINE IRON CHELATION#S#NSWS#NSW-5662B5662B#20181001,2018-10-01,18137.0,16.0
1446395,PBS Benefits and ServicesDESFERRIOXAMINE IRON CHELATION#S#QLDS#QLD-5662B5662B#20190301,2019-03-01,2486.0,10.0
672257,PBS Benefits and ServicesENBREL AS#S#NSWS#NSW-11201M11201M#20180101,2018-01-01,16356.0,16.0
5073103,PBS Benefits and ServicesENBREL AS#S#TASS#TAS-9086F9086F#20190401,2019-04-01,4138.0,4.0
2554394,PBS Benefits and ServicesENBREL AS#S#WAS#WA-9085E9085E#20180301,2018-03-01,10214.0,10.0
2489766,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#ACTS#ACT-5734T5734T#20190301,2019-03-01,4821.0,5.0
1746314,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#QLDS#QLD-9641K9641K#20171101,2017-11-01,1923.0,2.0
5490847,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#SAS#SA-3450N3450N#20180401,2018-04-01,4072.0,4.0
16831383,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#SAS#SA-5733R5733R#20181001,2018-10-01,0.0,0.0
2614073,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#SAS#SA-5735W5735W#20180801,2018-08-01,4723.0,5.0
857533,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#TASS#TAS-3450N3450N#20170401,2017-04-01,2020.0,2.0
16898500,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#TASS#TAS-3450N3450N#20181201,2018-12-01,0.0,0.0
3084473,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#TASS#TAS-5733R5733R#20190101,2019-01-01,3917.0,4.0
18319684,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#TASS#TAS-9641K9641K#20190401,2019-04-01,0.0,0.0
2788871,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#VICS#VIC-9641K9641K#20171201,2017-12-01,8637.0,9.0
593753,PBS Benefits and ServicesENBREL JUVENILE IDIOPATHIC ARTHRITIS#S#WAS#WA-5735W5735W#20181101,2018-11-01,4822.0,5.0
5034242,PBS Benefits and ServicesENBREL PSA#S#NSWS#NSW-9087G9087G#20180501,2018-05-01,7141.0,7.0
5814966,PBS Benefits and ServicesENBREL PSA#S#SAS#SA-9036N9036N#20180501,2018-05-01,3063.0,3.0
16927192,PBS Benefits and ServicesENBREL PSO#S#ACTS#ACT-1954W1954W#20190301,2019-03-01,0.0,0.0
376887,PBS Benefits and ServicesENBREL PSO#S#QLDS#QLD-11222P11222P#20180901,2018-09-01,29813.0,29.0
4324732,PBS Benefits and ServicesENBREL PSO#S#QLDS#QLD-9091L9091L#20181201,2018-12-01,1043.0,1.0
2808690,PBS Benefits and ServicesENBREL PSO#S#QLDS#QLD-9461Y9461Y#20180901,2018-09-01,1010.0,1.0
17014522,PBS Benefits and ServicesENBREL PSO#S#WAS#WA-9431J9431J#20190301,2019-03-01,0.0,0.0
1432067,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#ACTS#ACT-9460X9460X#20180601,2018-06-01,23457.0,23.0
1216338,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#NSWS#NSW-11220M11220M#20180201,2018-02-01,144769.0,138.0
4774678,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#NTS#NT-9090K9090K#20180801,2018-08-01,2086.0,2.0
16898670,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#NTS#NT-9460X9460X#20190101,2019-01-01,0.0,0.0
3658893,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#QLDS#QLD-8638P8638P#20170301,2017-03-01,9941.0,6.0
423950,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#QLDS#QLD-9089J9089J#20171201,2017-12-01,15514.0,15.0
1314601,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#SAS#SA-11197H11197H#20181101,2018-11-01,8311.0,8.0
6769802,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#SAS#SA-9459W9459W#20181001,2018-10-01,21792.0,21.0
6618300,PBS Benefits and ServicesENBREL RHEUMATOID ARTHRITIS#S#VICS#VIC-11219L11219L#20190401,2019-04-01,218531.0,213.0
6421752,PBS Benefits and ServicesEYLEA DME#S#QLDS#QLD-10505X10505X#20190101,2019-01-01,727355.0,503.0
6917928,PBS Benefits and ServicesEYLEA WAMD#S#QLDS#QLD-2168D2168D#20170301,2017-03-01,4976526.0,3999.0
3314614,PBS Benefits and ServicesEYLEA WAMD#S#QLDS#QLD-2168D2168D#20180701,2018-07-01,4810241.0,4054.0
6199874,PBS Benefits and ServicesEYLEA WAMD#S#QLDS#QLD-2168D2168D#20190301,2019-03-01,4065800.0,3401.0
3424464,PBS Benefits and ServicesFASENRA SAA#S#QLDS#QLD-11529T11529T#20190101,2019-01-01,29943.0,9.0
6176204,PBS Benefits and ServicesFERRIPROX IRON OVERLOAD#S#WAS#WA-6416Q6416Q#20180101,2018-01-01,3848.0,2.0
3597968,PBS Benefits and ServicesFERRIPROX IRON OVERLOAD#S#WAS#WA-6416Q6416Q#20181201,2018-12-01,1143.0,1.0
817215,PBS Benefits and ServicesGLIVEC GIST#S#ACTS#ACT-9111M9111M#20171201,2017-12-01,5030.0,4.0
988652,PBS Benefits and ServicesGLIVEC GIST#S#NSWS#NSW-5444M5444M#20180501,2018-05-01,131127.0,53.0
5753831,PBS Benefits and ServicesGLIVEC GIST#S#NTS#NT-5444M5444M#20170301,2017-03-01,6364.0,2.0
5662692,PBS Benefits and ServicesGLIVEC GIST#S#SAS#SA-5444M5444M#20170301,2017-03-01,21568.0,7.0
126286,PBS Benefits and ServicesGLIVEC GIST#S#SAS#SA-9112N9112N#20180601,2018-06-01,57240.0,20.0
4068250,PBS Benefits and ServicesGLIVEC GIST#S#TASS#TAS-5444M5444M#20171001,2017-10-01,3042.0,1.0
5891058,PBS Benefits and ServicesGLIVEC GIST#S#WAS#WA-5443L5443L#20180201,2018-02-01,2527.0,1.0
1155903,PBS Benefits and ServicesGLIVEC GIST#S#WAS#WA-5444M5444M#20170501,2017-05-01,33504.0,11.0
6913672,PBS Benefits and ServicesHUMIRA AS#S#NSWS#NSW-9103D9103D#20181201,2018-12-01,129226.0,104.0
603080,PBS Benefits and ServicesHUMIRA AS#S#NTS#NT-9078T9078T#20180401,2018-04-01,1362.0,1.0
6536369,PBS Benefits and ServicesHUMIRA AS#S#QLDS#QLD-9078T9078T#20180101,2018-01-01,64320.0,47.0
6899437,PBS Benefits and ServicesHUMIRA AS#S#TASS#TAS-9104E9104E#20180601,2018-06-01,38166.0,29.0
3795883,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#ACTS#ACT-8966X8966X#20170401,2017-04-01,16919.0,12.0
5498292,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#ACTS#ACT-8966X8966X#20170501,2017-05-01,9645.0,7.0
5195884,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#ACTS#ACT-8966X8966X#20181001,2018-10-01,14894.0,12.0
2026734,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#ACTS#ACT-9189P9189P#20170301,2017-03-01,11824.0,8.0
4012023,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#NSWS#NSW-10397F10397F#20180501,2018-05-01,3950.0,1.0
6689346,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#NSWS#NSW-9190Q9190Q#20181001,2018-10-01,72204.0,58.0
16616256,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#NTS#NT-9190Q9190Q#20180701,2018-07-01,0.0,0.0
5501810,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#QLDS#QLD-10400J10400J#20190301,2019-03-01,6147.0,5.0
2346702,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#QLDS#QLD-8965W8965W#20181001,2018-10-01,8710.0,7.0
5808924,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#QLDS#QLD-8966X8966X#20180601,2018-06-01,140650.0,107.0
2048331,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#QLDS#QLD-9187M9187M#20180901,2018-09-01,21509.0,6.0
2092383,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#QLDS#QLD-9191R9191R#20171201,2017-12-01,653543.0,476.0
1686797,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#SAS#SA-10413C10413C#20180201,2018-02-01,1362.0,1.0
4504152,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#SAS#SA-8961P8961P#20180401,2018-04-01,3950.0,1.0
4578258,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#TASS#TAS-9190Q9190Q#20180801,2018-08-01,1230.0,1.0
1356821,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#VICS#VIC-10419J10419J#20181201,2018-12-01,1270.0,1.0
1518071,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#VICS#VIC-8961P8961P#20180301,2018-03-01,3983.0,1.0
5168984,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#VICS#VIC-8961P8961P#20190201,2019-02-01,7167.0,2.0
6603610,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#WAS#WA-8963R8963R#20180301,2018-03-01,2725.0,2.0
2368388,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#WAS#WA-8965W8965W#20180101,2018-01-01,8275.0,6.0
4765232,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#WAS#WA-9186L9186L#20180801,2018-08-01,7167.0,2.0
16616240,PBS Benefits and ServicesHUMIRA CROHN DISEASE#S#WAS#WA-9188N9188N#20190401,2019-04-01,0.0,0.0
6439724,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#NSWS#NSW-9680L9680L#20180701,2018-07-01,4678.0,4.0
1506826,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#QLDS#QLD-9661L9661L#20170301,2017-03-01,8401.0,6.0
1838128,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#QLDS#QLD-9661L9661L#20170601,2017-06-01,11726.0,9.0
3558564,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#QLDS#QLD-9679K9679K#20190101,2019-01-01,15438.0,13.0
3245250,PBS Benefits and ServicesHUMIRA JUVENILE IDIOPATHIC ARTHRITIS#S#TASS#TAS-5281Y5281Y#20170801,2017-08-01,2804.0,2.0
2089090,PBS Benefits and ServicesHUMIRA PSA#S#SAS#SA-9033K9033K#20180101,2018-01-01,5516.0,4.0
3232147,PBS Benefits and ServicesHUMIRA PSA#S#TASS#TAS-9034L9034L#20171201,2017-12-01,34588.0,25.0
6506365,PBS Benefits and ServicesHUMIRA PSA#S#VICS#VIC-9033K9033K#20180601,2018-06-01,16684.0,13.0
1288571,PBS Benefits and ServicesHUMIRA PSA#S#WAS#WA-9034L9034L#20170501,2017-05-01,102309.0,74.0
2859672,PBS Benefits and ServicesHUMIRA PSO#S#NSWS#NSW-9425C9425C#20171101,2017-11-01,5452.0,4.0
1131320,PBS Benefits and ServicesHUMIRA PSO#S#NTS#NT-9426D9426D#20180701,2018-07-01,2460.0,2.0
6418008,PBS Benefits and ServicesHUMIRA PSO#S#QLDS#QLD-9427E9427E#20170601,2017-06-01,69551.0,50.0
4251656,PBS Benefits and ServicesHUMIRA PSO#S#WAS#WA-9427E9427E#20190401,2019-04-01,46126.0,37.0
3238218,PBS Benefits and ServicesHUMIRA PSO#S#WAS#WA-9428F9428F#20170501,2017-05-01,37048.0,27.0
3668284,PBS Benefits and ServicesHUMIRA RHEUMATOID ARTHRITIS#S#NTS#NT-9100Y9100Y#20170901,2017-09-01,31512.0,23.0
2011247,PBS Benefits and ServicesHUMIRA RHEUMATOID ARTHRITIS#S#WAS#WA-8737W8737W#20170601,2017-06-01,17979.0,13.0
3460877,PBS Benefits and ServicesHUMIRA RHEUMATOID ARTHRITIS#S#WAS#WA-8737W8737W#20180801,2018-08-01,14827.0,12.0
4864369,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#QLDS#QLD-10960W10960W#20170901,2017-09-01,9613.0,7.0
930226,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#QLDS#QLD-10972L10972L#20180201,2018-02-01,3950.0,1.0
3736598,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#TASS#TAS-10960W10960W#20180501,2018-05-01,8273.0,6.0
387835,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#TASS#TAS-10961X10961X#20180401,2018-04-01,12472.0,9.0
16696,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#VICS#VIC-10960W10960W#20181001,2018-10-01,23445.0,19.0
2858728,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#VICS#VIC-10960W10960W#20181101,2018-11-01,36009.0,29.0
6788036,PBS Benefits and ServicesHUMIRA ULCERATIVE COLITIS#S#WAS#WA-10961X10961X#20180401,2018-04-01,43828.0,32.0
4058053,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#ACTS#ACT-9124F9124F#20190401,2019-04-01,5499.0,3.0
20038,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#NSWS#NSW-9115R9115R#20180301,2018-03-01,26579.0,12.0
5722349,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#TASS#TAS-9123E9123E#20181101,2018-11-01,906.0,1.0
4879827,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#VICS#VIC-9123E9123E#20180901,2018-09-01,12786.0,7.0
2193964,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) CML#S#WAS#WA-9114Q9114Q#20180701,2018-07-01,219991.0,89.0
3180101,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) RARE#S#NSWS#NSW-9174W9174W#20190101,2019-01-01,1858.0,2.0
4618990,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) RARE#S#SAS#SA-9177B9177B#20170701,2017-07-01,3010.0,1.0
4612901,PBS Benefits and ServicesIMATINIB (MULT. BRANDS) RARE#S#VICS#VIC-9174W9174W#20180101,2018-01-01,1280.0,1.0
3114278,PBS Benefits and ServicesJAKAVI MYELOFIBROSIS#S#ACTS#ACT-10927D10927D#20190401,2019-04-01,20544.0,4.0
2404750,PBS Benefits and ServicesJAKAVI MYELOFIBROSIS#S#NTS#NT-10913J10913J#20170601,2017-06-01,5516.0,1.0
6539696,PBS Benefits and ServicesJAKAVI MYELOFIBROSIS#S#QLDS#QLD-10618W10618W#20181001,2018-10-01,10223.0,2.0
4142123,PBS Benefits and ServicesJAKAVI MYELOFIBROSIS#S#QLDS#QLD-10927D10927D#20181101,2018-11-01,226617.0,43.0
2288803,PBS Benefits and ServicesKISQALI CDK 4/6 INHIBITOR#S#NSWS#NSW-011385F011385F#20181101,2018-11-01,28550.0,13.0
1568163,PBS Benefits and ServicesLUCENTIS DME#S#NSWS#NSW-10373Y10373Y#20180301,2018-03-01,99782.0,73.0
1761542,PBS Benefits and ServicesLUCENTIS WAMD#S#SAS#SA-10138N10138N#20180201,2018-02-01,655621.0,535.0
234677,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#ACTS#ACT-10405P10405P#20170701,2017-07-01,17444.0,2.0
6239518,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#ACTS#ACT-10405P10405P#20180601,2018-06-01,43644.0,5.0
4594887,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#NSWS#NSW-10385N10385N#20190401,2019-04-01,31489.0,6.0
435703,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#NTS#NT-10385N10385N#20171201,2017-12-01,7137.0,1.0
1058595,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#QLDS#QLD-10382K10382K#20181001,2018-10-01,516138.0,55.0
3688223,PBS Benefits and ServicesMEKINIST MELANOMA TARGETED THERAPY#S#SAS#SA-10385N10385N#20180501,2018-05-01,35397.0,5.0
6687864,PBS Benefits and ServicesNPLATE ITP#S#NSWS#NSW-9698K9698K#20181001,2018-10-01,118980.0,18.0
4919163,PBS Benefits and ServicesNPLATE ITP#S#QLDS#QLD-9697J9697J#20180801,2018-08-01,38424.0,13.0
3596111,PBS Benefits and ServicesNUCALA SAA#S#NSWS#NSW-11003D11003D#20171201,2017-12-01,59826.0,36.0
214411,PBS Benefits and ServicesNUCALA SAA#S#QLDS#QLD-11014Q11014Q#20180601,2018-06-01,31644.0,19.0
1824570,PBS Benefits and ServicesNUCALA SAA#S#SAS#SA-10980X10980X#20180701,2018-07-01,14895.0,9.0
1294705,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#SAS#SA-9613Y9613Y#20170301,2017-03-01,73841.0,29.0
6736523,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#TASS#TAS-9654D9654D#20180501,2018-05-01,37538.0,19.0
4742506,PBS Benefits and ServicesREMICADE CROHN DISEASE#S#TASS#TAS-9674E9674E#20181001,2018-10-01,19378.0,8.0
1942513,PBS Benefits and ServicesREMICADE PSA#S#NTS#NT-5756Y5756Y#20171101,2017-11-01,3038.0,1.0
3042063,PBS Benefits and ServicesREMICADE PSO#S#SAS#SA-5758C5758C#20170701,2017-07-01,8651.0,3.0
3472516,PBS Benefits and ServicesREMICADE RHEUMATOID ARTHRITIS#S#SAS#SA-5757B5757B#20170901,2017-09-01,11329.0,6.0
2961002,PBS Benefits and ServicesREMICADE ULCERATIVE COLITIS#S#ACTS#ACT-10057H10057H#20190401,2019-04-01,1367.0,1.0
5494003,PBS Benefits and ServicesREVOLADE ITP#S#VICS#VIC-5828R5828R#20171201,2017-12-01,55260.0,19.0
1693190,PBS Benefits and ServicesSANDOSTATIN LAR SAS LAR MARKET#S#NTS#NT-10533J10533J#20170501,2017-05-01,10206.0,1.0
3320490,PBS Benefits and ServicesSANDOSTATIN LAR SAS LAR MARKET#S#QLDS#QLD-10533J10533J#20190101,2019-01-01,44953.0,14.0
2111652,PBS Benefits and ServicesSANDOSTATIN LAR SAS LAR MARKET#S#TASS#TAS-10543X10543X#20170401,2017-04-01,2607.0,1.0
5790036,PBS Benefits and ServicesSANDOSTATIN LAR SAS LAR MARKET#S#VICS#VIC-10533J10533J#20170901,2017-09-01,29396.0,10.0
1549189,PBS Benefits and ServicesSANDOSTATIN LAR SAS LAR MARKET#S#WAS#WA-10533J10533J#20180201,2018-02-01,29420.0,9.0
1564458,PBS Benefits and ServicesSANDOSTATIN LAR SAS LAR MARKET#S#WAS#WA-10558Q10558Q#20190101,2019-01-01,21813.0,6.0
1233914,PBS Benefits and ServicesSIMPONI AS#S#WAS#WA-3434R3434R#20170501,2017-05-01,9727.0,7.0
610377,PBS Benefits and ServicesSIMPONI AS#S#WAS#WA-3434R3434R#20180101,2018-01-01,6591.0,5.0
2456067,PBS Benefits and ServicesSIMPONI PSA#S#QLDS#QLD-3430M3430M#20180801,2018-08-01,20809.0,16.0
2817775,PBS Benefits and ServicesSIMPONI PSA#S#QLDS#QLD-3432P3432P#20180701,2018-07-01,67538.0,52.0
6775432,PBS Benefits and ServicesSIMPONI PSA#S#WAS#WA-3432P3432P#20180801,2018-08-01,34829.0,27.0
3774275,PBS Benefits and ServicesSIMPONI RHEUMATOID ARTHRITIS#S#QLDS#QLD-3428K3428K#20171101,2017-11-01,136959.0,102.0
2040849,PBS Benefits and ServicesSOMATULINE AUTOGEL ACRO+NET#S#NSWS#NSW-011289E011289E#20180601,2018-06-01,47018.0,15.0
5918266,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#ACTS#ACT-5779E5779E#20180401,2018-04-01,65232.0,31.0
3651877,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#NSWS#NSW-6424D6424D#20170901,2017-09-01,63285.0,19.0
5103415,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#NSWS#NSW-6425E6425E#20180101,2018-01-01,188336.0,46.0
3053850,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#QLDS#QLD-5777C5777C#20180501,2018-05-01,40324.0,21.0
353264,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#TASS#TAS-6423C6423C#20170601,2017-06-01,2564.0,1.0
956477,PBS Benefits and ServicesSOMATULINE AUTOGEL SAS LAR MARKET#S#TASS#TAS-6423C6423C#20170701,2017-07-01,2564.0,1.0
2702967,PBS Benefits and ServicesSPRYCEL CML#S#ACTS#ACT-9342Q9342Q#20170401,2017-04-01,14614.0,3.0
5254802,PBS Benefits and ServicesSPRYCEL CML#S#NSWS#NSW-1416M1416M#20180201,2018-02-01,858075.0,181.0
879203,PBS Benefits and ServicesSPRYCEL CML#S#NSWS#NSW-9343R9343R#20190201,2019-02-01,12893.0,3.0
546055,PBS Benefits and ServicesSPRYCEL CML#S#QLDS#QLD-9342Q9342Q#20190401,2019-04-01,59863.0,14.0
4217758,PBS Benefits and ServicesSPRYCEL CML#S#SAS#SA-1381Q1381Q#20170301,2017-03-01,48873.0,11.0
2218636,PBS Benefits and ServicesSPRYCEL CML#S#SAS#SA-1381Q1381Q#20190101,2019-01-01,30023.0,7.0
6904037,PBS Benefits and ServicesSPRYCEL CML#S#TASS#TAS-1354G1354G#20170801,2017-08-01,2912.0,1.0
946440,PBS Benefits and ServicesSPRYCEL CML#S#WAS#WA-9342Q9342Q#20180101,2018-01-01,47413.0,10.0
3151249,PBS Benefits and ServicesSTELARA CROHN DISEASE#S#NTS#NT-11182M11182M#20180701,2018-07-01,16890.0,1.0
4911070,PBS Benefits and ServicesSTELARA CROHN DISEASE#S#VICS#VIC-11182M11182M#20181201,2018-12-01,295498.0,21.0
2762054,PBS Benefits and ServicesSTELARA PSA#S#QLDS#QLD-10767Q10767Q#20181201,2018-12-01,95816.0,22.0
1113696,PBS Benefits and ServicesSTELARA PSA#S#SAS#SA-10767Q10767Q#20181101,2018-11-01,52003.0,12.0
3639447,PBS Benefits and ServicesSTELARA PSO#S#ACTS#ACT-9304Q9304Q#20180801,2018-08-01,34601.0,5.0
3489948,PBS Benefits and ServicesSTELARA PSO#S#ACTS#ACT-9305R9305R#20170901,2017-09-01,82215.0,13.0
1675278,PBS Benefits and ServicesSTELARA PSO#S#ACTS#ACT-9305R9305R#20190401,2019-04-01,120859.0,22.0
1922169,PBS Benefits and ServicesSTELARA PSO#S#QLDS#QLD-9304Q9304Q#20181101,2018-11-01,90812.0,15.0
2754225,PBS Benefits and ServicesSTELARA PSO#S#VICS#VIC-9304Q9304Q#20171201,2017-12-01,502727.0,88.0
5866884,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#NSWS#NSW-10473F10473F#20180101,2018-01-01,19681.0,4.0
971459,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#NSWS#NSW-10504W10504W#20171101,2017-11-01,4960.0,1.0
677696,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#QLDS#QLD-9422X9422X#20180301,2018-03-01,6524.0,1.0
2887521,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#VICS#VIC-10473F10473F#20181101,2018-11-01,20175.0,4.0
5120503,PBS Benefits and ServicesSUTENT VOTRIENT MARKET#S#WAS#WA-10459L10459L#20170801,2017-08-01,19826.0,4.0
